data_id,iso,event_id_cnty,event_id_no_cnty,date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,dateNum,CLASSIFIED
6355023,148,CHA910,910,43691,2019,1,Explosions/Remote violence,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Chad (1990-),Kaiga Kindjiria Communal Militia (Chad),1,12,Middle Africa,Chad,Lac,Fouli,Liwa,Kaiga Kindjiria,13.9642,13.6965,1,AFP; Xinhua; RFI; Alwihda (Chad); Jeune Afrique; Tchadinfos,National-Regional,"On August 14, a suspected ISWAP/Boko Haram female suicide bomber detonated an explosive belt at the court of the chief of the Tatafirom canton in Kaiga Kindjiria, and killed a soldier, three members of a local vigilante committee (which also is the chief's guard corps), and a representative of the royal court, five soldiers were also wounded.",6,1574121954,TCD,43691,Boko Haram
6355024,148,CHA911,911,43692,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Islamic State (West Africa),,2,Military Forces of Chad (1990-),,1,12,Middle Africa,Chad,Lac,Mamdi,Bol,Litri,13.4016,13.8658,1,Amaq; Nashir,New media,"On August 15, ISWAP/Boko Haram militants fired two mortar shells targeting a Chadian army position in Litri.",0,1574121954,TCD,43692,Boko Haram
6358553,562,NIR980,980,43692,2019,1,Strategic developments,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Gueskerou,Kindjandi,13.7379,12.9311,1,Urgence Diffa,New media,"On August 15, suspected ISWAP/Boko Haram militants made an incursion into the village of Kindjandi and seized cash and mobile phones.",0,1574121970,NER,43692,Boko Haram
6358554,562,NIR979,979,43692,2019,1,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Niger),Douro Communal Group (Niger),7,27,Western Africa,Niger,Diffa,Diffa,Chetimari,Douro,13.0889,12.4139,1,Urgence Diffa,New media,"On August 15, suspected ISWAP/Boko Haram abducted the village chief in Douro.",0,1574121970,NER,43692,Boko Haram
6356937,562,NIR981,981,43693,2019,1,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Niger),Farmers (Niger),7,27,Western Africa,Niger,Diffa,N'Guigmi,N Guigmi,Mourtchati,13.9574,13.0909,2,Jeunesse Diffa,New media,"On August 16, suspected ISWAP/Boko Haram militants detained a group of farmers from Mourtchati and seized their donkeys loaded with maize while they were returning from the bank of Lake Chad, the farmers were subsequently released.",0,1574121962,NER,43693,Boko Haram
6357681,120,CAO2464,2464,43694,2019,1,Strategic developments,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,Sembe TV,New media,"17 August. Boko Haram militants stole goods from civilians in Kolofata, Mayo-Sava.",0,1574121966,CMR,43694,Boko Haram
6356423,566,NIG15202,15202,43695,2019,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Yobe,Gujba,,Buni,11.2002,12.0314,1,Daily Post (Nigeria),National,"On August 18th, Boko Haram militants attacked Buni (Yobe state), injuring two villagers, and torching several buildings.",0,1574121960,NGA,43695,Boko Haram
6356947,562,NIR983,983,43695,2019,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Bosso,Dagaya,13.5518,13.0635,1,Jeunesse Diffa,New media,"On August 18, suspected ISWAP/Boko Haram militants killed two civilians in their fields in the village of Dagaya.",2,1574121962,NER,43695,Boko Haram
6359029,566,NIG15199,15199,43695,2019,1,Battles,Armed clash,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Dikwa,,Mogula,12.144,14.0102,1,Vanguard (Nigeria),National,"On August 18th, IS-affiliated Boko Haram forces attacked soldiers at Mogula (Borno state), killing four, and stealing two anti-aircraft guns.",4,1574121972,NGA,43695,Boko Haram
6358172,120,CAO2473,2473,43697,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Sandawadjiri,11.1144,13.9339,1,UN (unspecified),Other,"20 August. Boko Haram and military forces clashed in Sandawadjiri, Kolofata. 1 Boko Haram militant was killed during the fighting.",1,1574121969,CMR,43697,Battle
